hospital_id,hospital_name,city,pincode,specialty,total_beds,icu_beds,ventilators,doctors_available,nurses_available,oxygen_cylinders,ppe_kits,emergency_available,rating,contact_number,last_updated
414,Aster Prime Hospital,Hyderabad,500002,Gastroenterology,164,19,18,5,61,131,231,Yes,3.9,+917228860830,2025-11-29 02:05:03
415,Lifeline Hospital,Pune,411001,Nephrology,220,28,21,21,79,68,163,No,3.2,+919819011922,2025-11-29 02:05:03
416,Heritage Medical Center,Bengaluru,560001,Neurology,274,7,5,33,101,30,174,Yes,4.7,+916562936759,2025-11-29 02:05:03
417,City Care Hospital,Mumbai,400005,Gastroenterology,254,41,12,27,82,134,41,Yes,4.8,+918421336072,2025-11-29 02:05:03
418,Ankura Hospital,Pune,411001,General Medicine,78,15,14,16,55,188,276,Yes,3.4,+916072227845,2025-11-29 02:05:03
419,Grace Care Hospital,Mumbai,400005,Nephrology,223,20,16,32,16,22,134,No,4.9,+919118805837,2025-11-29 02:05:03
420,Elite Multi‑Speciality Hospital,Chennai,600002,Neurology,331,50,46,28,10,71,82,Yes,4.0,+917407582506,2025-11-29 02:05:03
421,Care Hospitals,Chennai,600005,Gastroenterology,373,68,39,21,70,83,146,Yes,3.1,+916360111254,2025-11-29 02:05:03
422,Vibrant Life Hospital,Pune,411004,Gastroenterology,144,28,23,21,108,161,30,No,4.0,+916315169607,2025-11-29 02:05:03
423,Omega Hospitals,Bengaluru,560001,Cardiology,302,57,9,21,51,102,228,No,3.9,+919733941728,2025-11-29 02:05:03
424,Omega Hospitals,Pune,411005,Pediatrics,216,41,9,16,73,158,87,Yes,4.1,+918567936578,2025-11-29 02:05:03
425,Unity Hospital,Mumbai,400002,General Medicine,83,12,9,50,41,52,218,Yes,4.0,+917818497098,2025-11-29 02:05:03
426,Vibrant Life Hospital,Chennai,600005,Gynecology,331,60,20,13,92,124,115,No,3.6,+919799600312,2025-11-29 02:05:03
427,Narayana Health,Chennai,600004,Dermatology,344,25,12,14,83,113,112,Yes,3.9,+917711084163,2025-11-29 02:05:03
428,Manipal Hospital,Hyderabad,500002,ICU Care,58,9,4,23,104,185,374,No,3.9,+917778415763,2025-11-29 02:05:03
429,Apollo Hospitals,Bengaluru,560003,Gynecology,121,24,24,17,59,97,341,No,4.7,+916440454248,2025-11-29 02:05:03
430,CureOne Medical Center,Pune,411002,Cardiology,52,7,4,33,53,125,130,Yes,4.7,+918373384426,2025-11-29 02:05:03
431,Medicover Hospital,Pune,411002,Neurology,211,25,6,29,71,75,122,No,4.1,+918552796524,2025-11-29 02:05:03
432,Prime Care Hospital,Pune,411005,Pediatrics,260,25,19,35,78,174,22,No,4.0,+917481541853,2025-11-29 02:05:03
433,Medicover Hospital,Bengaluru,560002,Dermatology,384,19,10,30,98,129,288,Yes,4.6,+917598980833,2025-11-29 02:05:03
434,Wellness Hospital,Pune,411002,Emergency Medicine,339,52,38,32,59,46,230,Yes,4.7,+918020372776,2025-11-29 02:05:03
435,Fortis Healthcare,Pune,411002,Pulmonology,118,19,6,8,82,24,30,Yes,3.0,+916526269170,2025-11-29 02:05:03
436,Star Hospitals,Mumbai,400003,ENT,86,8,5,24,70,190,219,No,3.8,+917178898038,2025-11-29 02:05:03
437,Sanjeevani Hospital,Chennai,600001,ENT,349,69,54,33,32,150,256,Yes,3.7,+918529315729,2025-11-29 02:05:03
438,CureOne Medical Center,Mumbai,400003,General Medicine,235,11,9,15,49,188,56,Yes,4.0,+918121784786,2025-11-29 02:05:03
439,Manipal Hospital,Pune,411002,General Medicine,103,6,2,50,78,146,306,No,4.8,+916134527961,2025-11-29 02:05:03
440,Manipal Hospital,Hyderabad,500002,Cardiology,272,14,5,23,99,193,248,No,3.7,+919422816354,2025-11-29 02:05:03
441,Continental Hospitals,Chennai,600001,Neurology,371,60,59,11,106,125,132,No,4.0,+919994327021,2025-11-29 02:05:03
442,Elite Multi‑Speciality Hospital,Chennai,600003,Neurology,84,8,8,28,66,47,336,Yes,4.2,+916442645826,2025-11-29 02:05:03
443,Prime Care Hospital,Bengaluru,560003,ENT,388,68,9,38,64,172,243,No,4.1,+916291488203,2025-11-29 02:05:03
444,Trinity Healthcare,Chennai,600005,Pediatrics,44,8,8,25,39,43,88,Yes,3.9,+917725702463,2025-11-29 02:05:03
445,Rainbow Children’s Hospital,Pune,411004,Neurology,398,38,4,8,102,125,396,No,3.4,+916161963468,2025-11-29 02:05:03
446,Ankura Hospital,Pune,411004,Pulmonology,224,8,7,20,24,76,221,Yes,4.6,+919189949115,2025-11-29 02:05:03
447,Revive Medical Center,Hyderabad,500005,Dermatology,128,9,5,12,40,29,202,Yes,4.4,+918800045592,2025-11-29 02:05:03
448,Grace Care Hospital,Chennai,600004,Dermatology,244,43,36,20,120,65,318,No,4.9,+917709438001,2025-11-29 02:05:03
449,Yashoda Hospital,Pune,411003,Gynecology,312,52,5,38,84,53,103,Yes,4.4,+918029816168,2025-11-29 02:05:03
450,Continental Hospitals,Mumbai,400001,Oncology,230,14,14,50,101,95,25,No,4.9,+916107380509,2025-11-29 02:05:03
451,Manipal Hospital,Mumbai,400004,Neurology,107,20,18,32,24,66,259,No,4.3,+919707259656,2025-11-29 02:05:03
452,Elite Multi‑Speciality Hospital,Pune,411001,Orthopedics,129,21,8,34,117,125,247,No,3.4,+918607334749,2025-11-29 02:05:03
453,Fortis Healthcare,Bengaluru,560003,ICU Care,141,14,11,13,99,40,170,Yes,4.3,+919082380540,2025-11-29 02:05:03
454,Elite Multi‑Speciality Hospital,Hyderabad,500005,Nephrology,176,10,4,47,51,161,199,No,3.6,+917447037372,2025-11-29 02:05:03
455,Columbia Asia Hospital,Hyderabad,500001,Emergency Medicine,255,19,19,24,30,178,118,Yes,4.7,+918530721085,2025-11-29 02:05:03
456,Elite Multi‑Speciality Hospital,Hyderabad,500003,General Medicine,381,61,36,23,100,51,207,No,4.9,+918742097183,2025-11-29 02:05:03
457,Grace Care Hospital,Hyderabad,500005,Cardiology,72,5,4,35,15,63,195,Yes,4.6,+919166488046,2025-11-29 02:05:03
458,Global Hospitals,Chennai,600005,Pediatrics,292,16,3,35,72,121,228,No,3.3,+916629764449,2025-11-29 02:05:03
459,Aster Prime Hospital,Mumbai,400003,Dermatology,218,10,2,32,49,23,130,No,5.0,+916494552885,2025-11-29 02:05:03
460,Manipal Hospital,Chennai,600004,Nephrology,294,36,12,17,106,190,241,Yes,3.4,+919686053509,2025-11-29 02:05:03
461,Nexus Hospital,Mumbai,400003,Neurology,291,43,29,8,34,116,77,No,4.5,+917843610078,2025-11-29 02:05:03
462,Global Hospitals,Bengaluru,560004,Dermatology,376,8,5,48,29,100,246,No,3.5,+919335442549,2025-11-29 02:05:03
463,MetroCare Hospital,Bengaluru,560002,Cardiology,185,29,20,49,88,182,89,No,4.1,+918774963593,2025-11-29 02:05:03
464,Yashoda Hospital,Hyderabad,500004,Dermatology,102,5,3,6,44,41,233,Yes,3.9,+919625060961,2025-11-29 02:05:03
465,Sanjeevani Hospital,Hyderabad,500003,Oncology,112,20,17,42,50,163,280,No,3.2,+919454059056,2025-11-29 02:05:03
466,Harmony Health Center,Bengaluru,560002,ICU Care,217,10,7,5,79,34,218,Yes,4.5,+916747886390,2025-11-29 02:05:03
467,City Care Hospital,Hyderabad,500005,Dermatology,152,21,18,13,20,10,359,Yes,4.9,+919298330982,2025-11-29 02:05:03
468,Medicover Hospital,Mumbai,400001,Dermatology,203,12,3,34,116,153,236,No,3.6,+918645783231,2025-11-29 02:05:03
469,City Care Hospital,Mumbai,400002,ENT,296,36,21,10,117,168,233,No,3.7,+917695529005,2025-11-29 02:05:03
470,MetroCare Hospital,Mumbai,400004,Nephrology,238,7,6,29,52,115,143,No,3.7,+917409300426,2025-11-29 02:05:03
471,Elite Multi‑Speciality Hospital,Mumbai,400002,Oncology,82,15,12,23,91,26,257,No,4.4,+917838582223,2025-11-29 02:05:03
472,Manipal Hospital,Hyderabad,500001,Pediatrics,245,6,5,45,120,42,312,No,3.8,+919145280445,2025-11-29 02:05:03
473,Vasan Eye Care,Chennai,600002,Pediatrics,107,6,4,10,20,188,257,No,3.3,+919178142916,2025-11-29 02:05:03
474,Grace Care Hospital,Mumbai,400002,Urology,377,20,4,26,13,180,63,Yes,3.4,+919192582770,2025-11-29 02:05:03
475,Trinity Healthcare,Hyderabad,500001,Nephrology,92,16,6,35,59,18,112,Yes,4.7,+918766945687,2025-11-29 02:05:03
476,Elite Multi‑Speciality Hospital,Mumbai,400002,Gastroenterology,164,25,17,12,11,120,78,Yes,3.4,+919029195014,2025-11-29 02:05:03
477,Star Hospitals,Mumbai,400004,Urology,140,10,6,44,43,176,355,No,4.5,+916206577771,2025-11-29 02:05:03
478,Vasan Eye Care,Bengaluru,560005,Gynecology,114,6,2,43,80,169,358,Yes,3.4,+919922940213,2025-11-29 02:05:03
479,Star Hospitals,Pune,411004,Pediatrics,94,13,3,32,49,198,64,Yes,4.6,+919818445897,2025-11-29 02:05:03
480,City Care Hospital,Mumbai,400001,General Medicine,328,24,4,45,54,138,114,No,4.0,+916293418385,2025-11-29 02:05:03
481,City Care Hospital,Mumbai,400003,General Medicine,303,59,55,28,89,115,390,No,3.9,+918775410418,2025-11-29 02:05:03
482,Lifeline Hospital,Bengaluru,560005,Orthopedics,306,33,5,40,116,130,332,Yes,3.1,+917873740018,2025-11-29 02:05:03
483,Yashoda Hospital,Bengaluru,560003,ICU Care,317,19,15,25,71,78,290,Yes,3.7,+919539591673,2025-11-29 02:05:03
484,Revive Medical Center,Chennai,600002,ENT,152,18,8,7,120,122,349,Yes,4.4,+918239835639,2025-11-29 02:05:03
485,Revive Medical Center,Hyderabad,500001,ENT,286,10,2,23,62,147,386,Yes,3.5,+917467214449,2025-11-29 02:05:03
486,Aster Prime Hospital,Pune,411002,Emergency Medicine,283,51,47,25,100,153,82,No,3.4,+917827990102,2025-11-29 02:05:03
487,Harmony Health Center,Hyderabad,500005,Oncology,261,50,35,33,79,93,263,No,3.9,+917849492294,2025-11-29 02:05:03
488,Trinity Healthcare,Mumbai,400003,Neurology,81,8,6,40,60,76,315,No,4.4,+916907931853,2025-11-29 02:05:03
489,KIMS Hospital,Pune,411003,Neurology,88,7,3,19,97,58,129,No,4.3,+917967301500,2025-11-29 02:05:03
490,Nexus Hospital,Hyderabad,500005,ICU Care,398,58,42,16,40,51,281,No,4.9,+919346942221,2025-11-29 02:05:03
491,Sunshine Hospitals,Bengaluru,560004,Oncology,172,34,11,32,71,61,274,No,3.8,+916286237865,2025-11-29 02:05:03
492,City Care Hospital,Hyderabad,500005,General Medicine,101,14,5,50,78,165,386,Yes,3.7,+916612314765,2025-11-29 02:05:03
493,Nexus Hospital,Chennai,600002,Dermatology,252,29,15,17,45,199,252,No,3.5,+919068382904,2025-11-29 02:05:03
494,Vasan Eye Care,Pune,411005,ICU Care,57,10,9,9,49,79,57,No,3.6,+917737366683,2025-11-29 02:05:03
495,Artemis Medicare,Hyderabad,500001,General Medicine,226,8,8,38,29,198,362,Yes,3.6,+916733503792,2025-11-29 02:05:03
496,Fortis Healthcare,Mumbai,400002,Orthopedics,246,9,4,9,22,85,99,Yes,4.3,+919257846654,2025-11-29 02:05:03
497,Unity Hospital,Hyderabad,500003,Gastroenterology,44,6,4,41,83,41,95,Yes,4.3,+919896238683,2025-11-29 02:05:03
498,Omega Hospitals,Mumbai,400005,Gynecology,209,23,11,18,107,184,167,No,4.4,+917215397987,2025-11-29 02:05:03
499,Heritage Medical Center,Mumbai,400001,Gastroenterology,247,5,5,39,83,51,332,No,4.3,+916629210494,2025-11-29 02:05:03
500,Omega Hospitals,Mumbai,400001,Pediatrics,176,9,3,41,78,85,276,Yes,3.4,+919655590977,2025-11-29 02:05:03
501,Vibrant Life Hospital,Bengaluru,560001,ICU Care,49,5,2,14,107,98,396,Yes,4.4,+919605811634,2025-11-29 02:05:03
502,KIMS Hospital,Chennai,600002,Pulmonology,156,9,6,44,33,44,259,Yes,3.9,+917875054906,2025-11-29 02:05:03
503,Pulse Multi‑Speciality Hospital,Pune,411005,Oncology,307,31,25,48,18,152,339,No,3.6,+917970291476,2025-11-29 02:05:03
504,Yashoda Hospital,Chennai,600005,Dermatology,95,18,7,19,26,199,171,Yes,3.4,+917534103120,2025-11-29 02:05:03
505,Heritage Medical Center,Hyderabad,500005,Nephrology,340,27,7,16,13,166,94,No,4.7,+919140500454,2025-11-29 02:05:03
506,Pulse Multi‑Speciality Hospital,Pune,411004,Cardiology,60,8,7,26,23,188,222,No,4.3,+919270807794,2025-11-29 02:05:03
507,CureOne Medical Center,Pune,411001,Gastroenterology,295,28,25,46,16,138,344,Yes,4.6,+918639288254,2025-11-29 02:05:03
508,Horizon Super Speciality,Bengaluru,560005,Emergency Medicine,315,8,6,24,93,109,255,Yes,4.7,+917657412261,2025-11-29 02:05:03
509,Harmony Health Center,Bengaluru,560004,Orthopedics,337,9,5,9,113,193,110,Yes,4.9,+917403715763,2025-11-29 02:05:03
510,Wellness Hospital,Bengaluru,560003,ENT,74,5,3,5,100,100,104,Yes,3.1,+916241764474,2025-11-29 02:05:03
511,Continental Hospitals,Chennai,600001,Gynecology,173,24,18,12,78,20,48,Yes,4.5,+919457851817,2025-11-29 02:05:03
512,Sunshine Hospitals,Hyderabad,500002,ICU Care,303,44,11,23,118,146,70,Yes,3.1,+919247039045,2025-11-29 02:05:03
513,Apollo Hospitals,Chennai,600003,Emergency Medicine,95,9,3,21,67,119,201,Yes,3.4,+917963799385,2025-11-29 02:05:03
514,MetroCare Hospital,Bengaluru,560002,General Medicine,253,50,15,49,92,33,50,Yes,3.4,+917630853742,2025-11-29 02:05:03
515,Prime Care Hospital,Chennai,600002,Cardiology,121,15,3,43,59,79,273,No,4.5,+916548508653,2025-11-29 02:05:03
516,Manipal Hospital,Chennai,600004,ICU Care,379,8,3,21,53,18,199,No,5.0,+919436360060,2025-11-29 02:05:03
517,Continental Hospitals,Hyderabad,500004,Dermatology,76,11,5,5,57,39,311,No,4.8,+916757118738,2025-11-29 02:05:03
518,Vinn Hospital,Mumbai,400001,Dermatology,321,9,7,21,107,78,98,Yes,4.2,+919435263103,2025-11-29 02:05:03
519,Artemis Medicare,Hyderabad,500001,Emergency Medicine,96,7,7,14,114,120,174,Yes,4.4,+916941692402,2025-11-29 02:05:03
520,Heritage Medical Center,Mumbai,400005,Oncology,305,46,16,28,47,184,183,Yes,3.7,+916030220117,2025-11-29 02:05:03
521,Artemis Medicare,Bengaluru,560002,Nephrology,327,46,11,42,15,122,354,No,3.6,+916925051248,2025-11-29 02:05:03
522,Artemis Medicare,Bengaluru,560005,Gastroenterology,314,59,42,26,30,130,219,No,4.0,+919423589385,2025-11-29 02:05:03
523,Wellness Hospital,Hyderabad,500004,Gynecology,301,54,50,44,23,140,208,No,4.0,+916507107152,2025-11-29 02:05:03
524,CureOne Medical Center,Chennai,600001,Nephrology,45,9,8,14,103,40,117,No,3.5,+919717725247,2025-11-29 02:05:03
525,Vibrant Life Hospital,Mumbai,400003,Orthopedics,247,29,11,7,65,168,77,No,3.3,+916808525832,2025-11-29 02:05:03
526,Artemis Medicare,Chennai,600001,Nephrology,215,36,22,7,102,41,98,No,4.4,+917713171083,2025-11-29 02:05:03
527,Artemis Medicare,Bengaluru,560002,Nephrology,347,24,2,15,42,79,336,Yes,3.5,+916481926107,2025-11-29 02:05:03
528,Manipal Hospital,Hyderabad,500004,Cardiology,305,28,16,22,59,170,327,No,3.4,+918951221927,2025-11-29 02:05:03
529,Apollo Hospitals,Pune,411001,General Medicine,34,5,3,31,11,85,399,No,3.0,+917723954673,2025-11-29 02:05:03
530,Care Hospitals,Pune,411003,ENT,262,42,30,50,85,16,40,Yes,3.8,+917511503415,2025-11-29 02:05:03
531,Aster Prime Hospital,Bengaluru,560001,Pulmonology,320,14,13,24,22,71,25,Yes,3.4,+917970640387,2025-11-29 02:05:03
532,City Care Hospital,Pune,411005,Oncology,34,6,4,44,14,10,107,No,3.4,+919427418105,2025-11-29 02:05:03
533,Vibrant Life Hospital,Hyderabad,500003,Emergency Medicine,279,37,15,27,98,147,385,Yes,4.4,+917506523396,2025-11-29 02:05:03
534,Unity Hospital,Mumbai,400005,ICU Care,285,26,16,44,53,108,98,Yes,4.5,+916524178846,2025-11-29 02:05:03
535,Yashoda Hospital,Chennai,600003,Pediatrics,110,5,3,25,69,25,53,No,4.9,+917356027120,2025-11-29 02:05:03
536,Apollo Hospitals,Mumbai,400001,Pulmonology,319,25,4,9,77,62,91,Yes,4.0,+919825676706,2025-11-29 02:05:03
537,Vasan Eye Care,Hyderabad,500003,Oncology,177,7,4,49,79,47,110,Yes,3.2,+916859133197,2025-11-29 02:05:03
538,Vibrant Life Hospital,Hyderabad,500002,ENT,356,29,14,32,21,56,334,No,4.2,+918130740562,2025-11-29 02:05:03
539,Columbia Asia Hospital,Chennai,600004,Gastroenterology,57,10,5,27,112,154,183,No,3.1,+919366997166,2025-11-29 02:05:03
540,Global Hospitals,Hyderabad,500001,ENT,53,5,5,23,20,65,84,Yes,4.6,+916984155900,2025-11-29 02:05:03
541,Prerana Hospital,Chennai,600003,Pulmonology,371,32,2,22,118,34,133,Yes,4.0,+917370122795,2025-11-29 02:05:03
542,Sanjeevani Hospital,Pune,411005,Orthopedics,124,12,11,35,37,199,379,No,4.5,+919022240659,2025-11-29 02:05:03
543,Manipal Hospital,Mumbai,400002,Gastroenterology,182,27,6,45,43,179,119,No,3.8,+917158736945,2025-11-29 02:05:03
544,Omega Hospitals,Hyderabad,500001,Pediatrics,279,36,28,29,85,176,308,No,3.0,+918114623638,2025-11-29 02:05:03
545,Elite Multi‑Speciality Hospital,Mumbai,400002,Orthopedics,84,16,2,44,18,121,90,Yes,3.8,+919126668878,2025-11-29 02:05:03
546,MetroCare Hospital,Hyderabad,500004,Pediatrics,95,14,12,8,102,20,98,Yes,3.6,+918487820300,2025-11-29 02:05:03
547,Omega Hospitals,Pune,411003,Pediatrics,190,33,3,15,48,171,390,Yes,3.3,+919144858852,2025-11-29 02:05:03
548,Unity Hospital,Bengaluru,560003,Orthopedics,304,35,30,17,87,47,240,Yes,4.7,+916085094375,2025-11-29 02:05:03
549,Artemis Medicare,Bengaluru,560001,General Medicine,127,22,5,30,12,39,172,Yes,4.2,+918854977450,2025-11-29 02:05:03
550,Lifeline Hospital,Mumbai,400001,Pulmonology,343,67,56,10,88,34,113,Yes,4.0,+918078846181,2025-11-29 02:05:03
551,Elite Multi‑Speciality Hospital,Hyderabad,500001,Pediatrics,288,14,11,13,63,81,219,Yes,4.1,+918336787426,2025-11-29 02:05:03
552,Max Super Speciality Hospital,Hyderabad,500001,Dermatology,340,58,2,40,79,105,280,No,4.5,+916184985102,2025-11-29 02:05:03
553,Max Super Speciality Hospital,Bengaluru,560003,Gastroenterology,246,12,9,32,87,190,41,No,4.3,+918048422771,2025-11-29 02:05:03
554,City Care Hospital,Pune,411004,ENT,37,6,5,21,108,17,36,No,4.0,+919713647010,2025-11-29 02:05:03
555,Vibrant Life Hospital,Chennai,600001,General Medicine,47,8,3,20,119,43,215,Yes,4.8,+919906869667,2025-11-29 02:05:03
556,Wellness Hospital,Hyderabad,500003,Oncology,118,17,13,45,31,84,55,No,3.1,+917765933278,2025-11-29 02:05:03
557,Yashoda Hospital,Pune,411003,Gastroenterology,106,7,4,37,53,35,332,No,4.2,+918964150021,2025-11-29 02:05:03
558,Pulse Multi‑Speciality Hospital,Mumbai,400002,Nephrology,263,24,19,32,110,135,140,No,3.4,+918651476768,2025-11-29 02:05:03
559,Vinn Hospital,Chennai,600003,Emergency Medicine,100,5,4,19,26,78,288,No,4.3,+919863804178,2025-11-29 02:05:03
560,Unity Hospital,Hyderabad,500003,Pulmonology,114,20,10,15,101,153,225,Yes,4.9,+919552850399,2025-11-29 02:05:03
561,Revive Medical Center,Chennai,600002,Emergency Medicine,31,6,2,48,58,60,188,Yes,3.5,+918286936166,2025-11-29 02:05:03
562,Fortis Healthcare,Hyderabad,500005,Oncology,113,16,14,22,72,34,59,Yes,3.1,+917192081619,2025-11-29 02:05:03
563,Narayana Health,Mumbai,400002,Dermatology,65,8,4,50,75,119,381,No,4.6,+916990980735,2025-11-29 02:05:03
564,Wellness Hospital,Pune,411004,Gynecology,292,20,18,8,12,162,85,Yes,3.3,+917961476295,2025-11-29 02:05:03
565,MetroCare Hospital,Bengaluru,560003,Pediatrics,221,15,3,8,112,149,397,No,3.1,+919459707696,2025-11-29 02:05:03
566,Harmony Health Center,Bengaluru,560004,Urology,176,24,6,33,94,88,207,No,3.1,+917279727932,2025-11-29 02:05:03
567,Yashoda Hospital,Pune,411004,Pulmonology,387,29,16,23,83,26,379,Yes,3.7,+919606208836,2025-11-29 02:05:03
568,Star Hospitals,Hyderabad,500005,Pulmonology,384,67,27,44,109,21,116,No,3.4,+916127423800,2025-11-29 02:05:03
569,Global Hospitals,Chennai,600003,Urology,289,9,7,11,103,162,232,Yes,3.4,+918911739249,2025-11-29 02:05:03
570,Manipal Hospital,Hyderabad,500005,Oncology,375,12,6,37,83,57,30,Yes,4.7,+917254473961,2025-11-29 02:05:03
571,Harmony Health Center,Chennai,600005,Orthopedics,119,22,11,26,40,36,186,Yes,4.3,+919921874827,2025-11-29 02:05:03
572,Vinn Hospital,Hyderabad,500001,Gastroenterology,254,39,13,25,77,68,388,No,4.1,+916314550706,2025-11-29 02:05:03
573,Continental Hospitals,Pune,411002,Neurology,268,32,31,36,52,140,217,No,4.8,+917350883730,2025-11-29 02:05:03
574,Vibrant Life Hospital,Chennai,600001,Oncology,316,62,48,32,86,173,301,Yes,3.2,+917662443504,2025-11-29 02:05:03
575,Prime Care Hospital,Hyderabad,500004,Nephrology,243,48,8,48,103,48,285,Yes,3.2,+919367821981,2025-11-29 02:05:03
576,Max Super Speciality Hospital,Bengaluru,560004,ICU Care,146,14,2,13,115,167,347,Yes,4.8,+919738044916,2025-11-29 02:05:03
577,Lifeline Hospital,Hyderabad,500005,Orthopedics,341,68,26,40,98,36,277,No,4.6,+918043276363,2025-11-29 02:05:03
578,KIMS Hospital,Bengaluru,560005,Gastroenterology,67,5,2,28,20,41,281,Yes,3.2,+918812308576,2025-11-29 02:05:03
579,Artemis Medicare,Pune,411002,ENT,376,24,15,5,89,46,44,No,5.0,+916375629948,2025-11-29 02:05:03
580,Vibrant Life Hospital,Pune,411003,Gastroenterology,387,69,66,16,71,61,379,Yes,4.7,+916896307318,2025-11-29 02:05:03
581,Star Hospitals,Bengaluru,560002,Neurology,378,68,47,15,117,121,56,No,4.9,+917388690979,2025-11-29 02:05:03
582,Grace Care Hospital,Pune,411005,General Medicine,385,41,33,11,115,79,54,Yes,3.7,+916478309350,2025-11-29 02:05:03
583,Prime Care Hospital,Chennai,600002,Orthopedics,318,14,10,31,44,129,80,No,4.5,+917143875354,2025-11-29 02:05:03
584,Heritage Medical Center,Bengaluru,560002,Dermatology,339,23,14,17,52,145,259,No,4.9,+917839816317,2025-11-29 02:05:03
585,Vasan Eye Care,Bengaluru,560004,Urology,38,6,5,7,109,50,329,No,4.2,+916680794621,2025-11-29 02:05:03
586,Apollo Hospitals,Pune,411002,Dermatology,73,10,7,44,46,78,259,No,3.6,+917966691879,2025-11-29 02:05:03
587,Medicover Hospital,Pune,411003,Urology,232,7,5,16,49,137,47,Yes,3.7,+919231633456,2025-11-29 02:05:03
588,Manipal Hospital,Bengaluru,560004,Neurology,200,12,11,18,81,184,370,Yes,4.4,+918292109221,2025-11-29 02:05:03
589,Horizon Super Speciality,Mumbai,400001,Gastroenterology,204,22,15,29,33,70,182,Yes,3.6,+919323396356,2025-11-29 02:05:03
590,Star Hospitals,Pune,411004,Pulmonology,151,10,10,9,95,93,250,No,3.9,+919781419644,2025-11-29 02:05:03
591,Elite Multi‑Speciality Hospital,Pune,411002,ENT,256,33,20,31,111,172,360,Yes,4.3,+919297449262,2025-11-29 02:05:03
592,Narayana Health,Hyderabad,500001,Cardiology,275,42,16,43,84,22,208,No,3.8,+916141898928,2025-11-29 02:05:03
593,Sunshine Hospitals,Mumbai,400004,ICU Care,236,13,13,32,59,24,210,Yes,3.1,+917853689170,2025-11-29 02:05:03
594,Fortis Healthcare,Bengaluru,560001,Orthopedics,252,11,6,36,29,143,373,Yes,4.8,+916353083869,2025-11-29 02:05:03
595,Lifeline Hospital,Chennai,600001,Orthopedics,85,5,3,24,101,157,233,No,3.7,+916284267160,2025-11-29 02:05:03
596,Wellness Hospital,Hyderabad,500004,ENT,358,36,12,48,52,120,181,No,4.1,+916527319870,2025-11-29 02:05:03
597,Grace Care Hospital,Bengaluru,560001,Pulmonology,237,46,15,7,90,61,65,No,4.3,+917055095737,2025-11-29 02:05:03
598,Wellness Hospital,Mumbai,400001,General Medicine,188,31,22,22,92,175,280,Yes,4.7,+916559860913,2025-11-29 02:05:03
599,KIMS Hospital,Bengaluru,560002,Pediatrics,343,61,50,11,66,123,55,Yes,4.5,+918522894406,2025-11-29 02:05:03
600,KIMS Hospital,Mumbai,400005,Nephrology,143,6,6,15,118,97,263,No,4.2,+919192797047,2025-11-29 02:05:03
