city,pincode,date,population_density,no_of_hospitals,avg_capacity,pm2_5,pm10,temperature_mean_c,relative_humidity_mean,uv_index_mean,rain_mm,is_weekend,is_festival,school_open,month,respiratory_risk,flu_risk,vector_risk,gastro_risk,patient_load,respiratory_cases,flu_cases,vector_cases,gastro_cases,other_cases
Delhi,110011,2025-01-19,14463,17,384,94.7,108.4,27.0,61.7,6.0,0.5,1,0,1,1,0.418,0.18,0.327,0.07,319,120,46,84,11,58
Delhi,110011,2025-01-20,14463,17,384,109.1,124.3,30.7,64.4,6.1,0.3,0,0,1,1,0.505,0.18,0.337,0.07,290,101,43,61,16,69
Delhi,110011,2025-01-21,14463,17,384,87.8,100.9,31.0,59.9,7.0,7.6,0,0,1,1,0.377,0.18,0.34,0.07,300,108,37,78,14,63
Delhi,110011,2025-01-22,14463,17,384,76.4,83.5,31.8,62.2,6.3,1.0,0,0,1,1,0.309,0.18,0.329,0.07,297,64,58,85,24,66
Delhi,110011,2025-01-23,14463,17,384,94.0,114.6,32.1,55.0,4.7,0.0,0,0,1,1,0.414,0.18,0.3,0.071,306,109,41,75,15,66
Delhi,110011,2025-01-24,14463,17,384,89.5,99.5,31.1,64.9,6.3,1.0,0,0,1,1,0.387,0.18,0.34,0.07,295,81,52,81,9,72
Delhi,110011,2025-01-25,14463,17,384,96.6,108.0,32.7,68.8,6.5,2.4,1,0,1,1,0.43,0.18,0.355,0.077,318,115,37,99,22,45
Delhi,110011,2025-01-26,14463,17,384,96.0,118.6,33.1,60.0,6.4,0.0,1,0,1,1,0.426,0.18,0.32,0.081,317,108,28,99,18,64
Delhi,110011,2025-01-27,14463,17,384,90.7,104.7,31.6,68.7,5.1,1.0,0,0,1,1,0.394,0.18,0.355,0.07,295,110,45,75,17,48
Delhi,110011,2025-01-28,14463,17,384,101.3,120.0,33.3,61.2,6.8,1.1,0,0,1,1,0.458,0.18,0.325,0.083,325,114,45,84,21,61
Delhi,110011,2025-01-29,14463,17,384,97.7,121.9,31.7,71.2,6.0,1.3,0,0,1,1,0.436,0.18,0.365,0.07,299,93,50,76,21,59
Delhi,110011,2025-01-30,14463,17,384,108.4,118.2,32.8,70.6,4.3,0.1,0,0,1,1,0.501,0.18,0.363,0.078,312,112,34,83,26,57
Delhi,110011,2025-01-31,14463,17,384,108.9,129.2,30.8,60.3,6.5,1.5,0,0,1,1,0.503,0.18,0.321,0.07,313,113,47,85,17,51
Delhi,110011,2025-02-01,14463,17,384,91.4,104.9,33.7,68.8,6.3,1.6,1,0,1,2,0.399,0.18,0.355,0.087,309,88,53,82,20,66
Delhi,110011,2025-02-02,14463,17,384,85.3,98.6,33.7,69.6,5.9,4.5,1,0,1,2,0.362,0.18,0.378,0.087,310,91,48,99,13,59
Delhi,110011,2025-02-03,14463,17,384,86.5,103.0,33.5,64.7,5.8,0.0,0,0,1,2,0.369,0.18,0.339,0.085,276,88,39,87,18,44
Delhi,110011,2025-02-04,14463,17,384,71.9,73.6,32.7,63.6,6.6,0.1,0,0,1,2,0.281,0.18,0.334,0.077,295,78,47,86,16,68
Delhi,110011,2025-02-05,14463,17,384,90.6,99.7,35.8,76.5,7.6,3.3,0,0,1,2,0.394,0.18,0.406,0.108,315,96,41,99,23,56
Delhi,110011,2025-02-06,14463,17,384,105.1,129.9,32.7,63.9,6.5,0.1,0,0,1,2,0.481,0.18,0.336,0.077,309,97,46,82,22,62
Delhi,110011,2025-02-07,14463,17,384,87.8,105.4,33.4,69.0,6.2,1.2,0,0,1,2,0.377,0.18,0.356,0.084,307,91,34,89,25,68
Delhi,110011,2025-02-08,14463,17,384,84.1,106.3,33.2,59.8,6.3,1.0,1,0,1,2,0.355,0.18,0.319,0.082,315,89,44,90,17,75
Delhi,110011,2025-02-09,14463,17,384,80.6,91.0,32.3,74.3,6.2,0.6,1,0,1,2,0.334,0.18,0.377,0.073,305,82,55,80,25,63
Delhi,110011,2025-02-10,14463,17,384,88.2,95.7,35.6,65.1,6.8,1.0,0,0,1,2,0.379,0.18,0.341,0.106,293,99,46,74,26,48
Delhi,110011,2025-02-11,14463,17,384,86.1,100.3,34.3,66.1,6.3,1.5,0,0,1,2,0.367,0.18,0.344,0.093,303,97,36,80,30,60
Delhi,110011,2025-02-12,14463,17,384,99.1,123.4,33.3,64.5,6.6,2.0,0,0,1,2,0.445,0.18,0.338,0.083,307,110,42,81,17,57
Delhi,110011,2025-02-13,14463,17,384,92.9,97.4,36.6,63.3,7.1,0.9,0,0,1,2,0.407,0.18,0.333,0.116,290,92,42,71,25,60
Delhi,110011,2025-02-14,14463,17,384,71.3,78.8,36.2,53.8,6.6,2.1,0,0,1,2,0.278,0.18,0.295,0.112,283,54,46,87,30,66
Delhi,110011,2025-02-15,14463,17,384,84.6,86.1,36.0,61.8,7.8,6.0,1,0,1,2,0.358,0.18,0.347,0.11,332,91,53,99,30,59
Delhi,110011,2025-02-16,14463,17,384,103.6,112.3,36.6,64.6,5.2,0.0,1,0,1,2,0.472,0.18,0.338,0.116,336,120,46,82,24,64
Delhi,110011,2025-02-17,14463,17,384,87.7,96.3,35.6,64.8,7.9,0.2,0,0,1,2,0.376,0.18,0.339,0.106,279,82,40,89,25,43
Delhi,110011,2025-02-18,14463,17,384,80.4,80.1,35.7,67.0,7.9,0.3,0,0,1,2,0.333,0.18,0.348,0.107,276,81,39,68,31,57
Delhi,110011,2025-02-19,14463,17,384,76.8,88.5,35.0,68.1,6.0,3.2,0,0,1,2,0.311,0.18,0.372,0.1,293,78,40,93,22,60
Delhi,110011,2025-02-20,14463,17,384,89.1,91.3,36.3,62.0,8.0,0.5,0,0,1,2,0.385,0.18,0.328,0.113,285,89,43,69,22,62
Delhi,110011,2025-02-21,14463,17,384,84.0,107.1,37.8,71.6,6.5,0.9,0,0,1,2,0.354,0.18,0.366,0.128,311,86,37,99,27,62
Delhi,110011,2025-02-22,14463,17,384,84.0,92.1,34.7,68.1,6.9,0.5,1,0,1,2,0.354,0.18,0.352,0.097,323,82,50,87,28,76
Delhi,110011,2025-02-23,14463,17,384,87.9,104.3,34.0,73.5,6.0,1.7,1,0,1,2,0.378,0.18,0.374,0.09,323,94,32,90,26,81
Delhi,110011,2025-02-24,14463,17,384,95.8,105.2,36.8,68.9,7.3,0.0,0,0,1,2,0.425,0.18,0.356,0.118,288,81,35,76,31,65
Delhi,110011,2025-02-25,14463,17,384,72.4,80.3,36.1,69.8,6.5,0.4,0,0,1,2,0.284,0.18,0.359,0.111,283,74,46,76,35,52
Delhi,110011,2025-02-26,14463,17,384,100.4,110.6,37.7,60.6,6.7,0.0,0,0,1,2,0.453,0.18,0.322,0.127,296,93,40,60,36,67
Delhi,110011,2025-02-27,14463,17,384,79.6,87.6,37.7,59.9,7.4,0.3,0,0,1,2,0.328,0.18,0.32,0.127,290,67,52,74,33,64
Delhi,110011,2025-02-28,14463,17,384,78.4,105.4,38.0,65.7,7.3,0.2,0,0,1,2,0.32,0.18,0.343,0.13,307,82,43,94,32,56
Delhi,110011,2025-03-01,14463,17,384,90.1,110.3,33.9,61.6,6.5,2.5,1,0,1,3,0.391,0.13,0.327,0.089,316,107,36,77,20,76
Delhi,110011,2025-03-02,14463,17,384,92.0,116.2,36.6,64.0,7.3,0.0,1,0,1,3,0.402,0.13,0.336,0.116,316,108,32,84,27,65
Delhi,110011,2025-03-03,14463,17,384,84.8,112.5,36.3,66.2,6.6,1.4,0,0,1,3,0.359,0.13,0.345,0.113,295,83,40,85,26,61
Delhi,110011,2025-03-04,14463,17,384,79.5,99.3,37.0,64.5,7.1,0.1,0,0,1,3,0.327,0.13,0.338,0.12,304,97,27,84,27,69
Delhi,110011,2025-03-05,14463,17,384,86.1,107.6,38.4,59.8,7.1,0.4,0,0,1,3,0.366,0.13,0.319,0.134,286,88,35,71,25,67
Delhi,110011,2025-03-06,14463,17,384,86.9,99.3,36.4,69.1,7.0,0.4,0,0,1,3,0.372,0.13,0.357,0.114,309,104,38,74,32,61
Delhi,110011,2025-03-07,14463,17,384,90.9,95.6,37.6,66.3,7.0,0.2,0,0,1,3,0.396,0.13,0.345,0.126,290,81,29,92,32,56
Delhi,110011,2025-03-08,14463,17,384,92.1,112.8,37.9,61.6,7.1,0.2,1,0,1,3,0.402,0.13,0.326,0.129,322,92,43,89,49,49
Delhi,110011,2025-03-09,14463,17,384,79.2,103.7,37.5,57.1,7.7,0.2,1,0,1,3,0.325,0.13,0.308,0.125,314,95,31,84,45,59
Delhi,110011,2025-03-10,14463,17,384,82.1,93.0,37.0,58.5,7.3,0.3,0,0,1,3,0.342,0.13,0.314,0.12,282,84,32,71,28,67
Delhi,110011,2025-03-11,14463,17,384,84.5,103.6,37.8,57.4,8.2,0.2,0,0,1,3,0.357,0.13,0.31,0.128,323,93,37,92,33,68
Delhi,110011,2025-03-12,14463,17,384,90.5,106.7,36.8,59.8,7.0,5.3,0,0,1,3,0.393,0.13,0.339,0.118,285,88,31,81,29,56
Delhi,110011,2025-03-13,14463,17,384,84.7,100.1,37.7,68.2,9.1,1.2,0,0,1,3,0.358,0.13,0.353,0.127,292,90,34,85,25,58
Delhi,110011,2025-03-14,14463,17,384,88.8,104.1,35.3,63.3,7.1,3.8,0,1,1,3,0.583,0.33,0.353,0.123,306,115,59,64,22,46
Delhi,110011,2025-03-15,14463,17,384,82.0,96.5,39.5,69.1,6.4,0.1,1,0,1,3,0.342,0.13,0.357,0.145,306,84,39,85,32,66
Delhi,110011,2025-03-16,14463,17,384,87.5,102.7,37.7,65.4,7.5,0.1,1,0,1,3,0.375,0.13,0.342,0.127,301,97,32,88,31,53
Delhi,110011,2025-03-17,14463,17,384,105.9,100.6,39.8,61.8,8.1,1.0,0,0,1,3,0.486,0.13,0.327,0.148,313,114,28,80,28,63
Delhi,110011,2025-03-18,14463,17,384,89.0,97.4,38.3,67.9,8.1,0.4,0,0,1,3,0.384,0.13,0.352,0.133,306,83,35,90,23,75
Delhi,110011,2025-03-19,14463,17,384,96.7,104.6,38.9,67.7,7.7,0.0,0,0,1,3,0.43,0.13,0.351,0.139,310,110,33,81,34,52
Delhi,110011,2025-03-20,14463,17,384,79.5,85.4,36.2,63.5,6.8,1.2,0,0,1,3,0.327,0.13,0.334,0.112,315,96,36,106,26,51
Delhi,110011,2025-03-21,14463,17,384,81.6,92.0,37.7,65.6,7.8,1.1,0,0,1,3,0.34,0.13,0.342,0.127,316,90,36,98,33,59
Delhi,110011,2025-03-22,14463,17,384,85.8,97.0,38.0,64.4,8.4,1.2,1,0,1,3,0.365,0.13,0.338,0.13,348,113,42,77,27,89
Delhi,110011,2025-03-23,14463,17,384,78.9,111.2,40.5,54.7,7.0,0.0,1,0,1,3,0.324,0.13,0.299,0.155,319,93,32,89,31,74
Delhi,110011,2025-03-24,14463,17,384,66.3,75.1,39.3,67.9,5.7,1.3,0,0,1,3,0.248,0.13,0.352,0.143,302,63,41,84,37,77
Delhi,110011,2025-03-25,14463,17,384,83.5,90.9,38.8,64.8,7.0,0.7,0,0,1,3,0.351,0.13,0.339,0.138,309,88,35,83,40,63
Delhi,110011,2025-03-26,14463,17,384,84.5,97.7,37.7,69.7,7.6,3.8,0,0,1,3,0.357,0.13,0.379,0.127,285,81,28,87,33,56
Delhi,110011,2025-03-27,14463,17,384,98.5,118.8,37.5,64.0,7.9,1.1,0,0,1,3,0.441,0.13,0.336,0.125,316,108,26,77,38,67
Delhi,110011,2025-03-28,14463,17,384,92.1,117.7,37.0,68.3,8.6,0.8,0,0,1,3,0.403,0.13,0.353,0.12,303,112,30,79,29,53
Delhi,110011,2025-03-29,14463,17,384,93.1,112.4,39.0,57.2,6.8,0.4,1,0,1,3,0.409,0.13,0.309,0.14,317,99,33,80,42,63
Delhi,110011,2025-03-30,14463,17,384,75.3,90.2,38.7,61.3,8.5,1.7,1,0,1,3,0.302,0.13,0.325,0.137,311,81,40,87,37,66
Delhi,110011,2025-03-31,14463,17,384,88.8,96.9,37.2,65.6,6.6,0.0,0,0,1,3,0.383,0.13,0.342,0.122,300,88,39,95,22,56
Delhi,110011,2025-04-01,14463,17,384,81.0,89.0,38.4,70.4,8.0,1.1,0,1,1,4,0.536,0.33,0.362,0.154,323,112,69,77,27,38
Delhi,110011,2025-04-02,14463,17,384,90.0,99.7,36.9,58.1,8.4,0.5,0,0,1,4,0.39,0.13,0.313,0.119,289,97,37,81,21,53
Delhi,110011,2025-04-03,14463,17,384,82.3,106.2,39.1,68.4,7.3,0.0,0,0,1,4,0.344,0.13,0.353,0.141,304,90,39,88,34,53
Delhi,110011,2025-04-04,14463,17,384,88.9,92.2,37.5,63.6,7.8,0.0,0,0,1,4,0.383,0.13,0.334,0.125,336,97,35,96,39,69
Delhi,110011,2025-04-05,14463,17,384,82.5,116.4,39.7,62.4,8.0,0.2,1,0,1,4,0.345,0.13,0.33,0.147,300,86,39,76,40,59
Delhi,110011,2025-04-06,14463,17,384,89.4,98.8,37.8,68.1,7.0,0.1,1,0,1,4,0.387,0.13,0.352,0.128,312,102,31,95,21,63
Delhi,110011,2025-04-07,14463,17,384,75.7,101.5,38.4,60.0,8.2,0.9,0,0,1,4,0.304,0.13,0.32,0.134,306,79,39,87,40,61
Delhi,110011,2025-04-08,14463,17,384,102.0,115.5,38.2,57.0,7.0,0.6,0,0,1,4,0.462,0.13,0.308,0.132,314,119,31,82,34,48
Delhi,110011,2025-04-09,14463,17,384,75.7,73.0,39.3,62.2,7.3,0.0,0,0,1,4,0.304,0.13,0.329,0.143,277,83,36,78,26,54
Delhi,110011,2025-04-10,14463,17,384,74.1,97.1,35.5,65.2,7.2,0.8,0,0,1,4,0.295,0.13,0.341,0.105,277,78,33,79,27,60
Delhi,110011,2025-04-11,14463,17,384,95.5,110.1,36.7,66.8,7.3,0.5,0,0,1,4,0.423,0.13,0.347,0.117,324,91,36,95,22,80
Delhi,110011,2025-04-12,14463,17,384,74.9,70.8,38.6,64.4,6.8,0.5,1,0,1,4,0.299,0.13,0.338,0.136,285,68,36,78,48,55
Delhi,110011,2025-04-13,14463,17,384,87.1,95.1,37.3,59.1,9.3,0.6,1,0,1,4,0.372,0.13,0.316,0.123,304,91,32,83,37,61
Delhi,110011,2025-04-14,14463,17,384,106.0,122.2,38.0,63.1,7.9,2.0,0,0,1,4,0.486,0.13,0.332,0.13,321,111,26,74,37,73
Delhi,110011,2025-04-15,14463,17,384,104.2,109.3,41.5,61.3,8.9,0.0,0,0,1,4,0.475,0.13,0.325,0.165,314,105,35,87,27,60
Delhi,110011,2025-04-16,14463,17,384,70.4,85.5,37.1,63.9,8.4,2.8,0,0,1,4,0.272,0.13,0.336,0.121,292,54,34,85,43,76
Delhi,110011,2025-04-17,14463,17,384,87.3,97.2,38.0,55.7,6.9,1.1,0,0,1,4,0.374,0.13,0.303,0.13,279,81,29,80,36,53
Delhi,110011,2025-04-18,14463,17,384,94.0,115.0,39.6,59.5,6.9,0.4,0,0,1,4,0.414,0.13,0.318,0.146,287,91,19,87,22,68
Delhi,110011,2025-04-19,14463,17,384,77.0,73.4,37.6,61.4,8.6,1.3,1,0,1,4,0.312,0.13,0.325,0.126,320,80,40,87,34,79
Delhi,110011,2025-04-20,14463,17,384,80.8,91.7,38.1,57.5,6.9,0.4,1,0,1,4,0.335,0.13,0.31,0.131,325,99,38,79,46,63
Delhi,110011,2025-04-21,14463,17,384,85.1,121.2,38.4,63.9,8.9,0.1,0,0,1,4,0.36,0.13,0.336,0.134,301,87,24,94,32,64
Delhi,110011,2025-04-22,14463,17,384,78.5,97.5,37.5,48.9,7.6,6.4,0,0,1,4,0.321,0.13,0.296,0.125,302,81,37,82,33,69
Delhi,110011,2025-04-23,14463,17,384,83.6,95.8,36.9,65.1,8.9,2.0,0,0,1,4,0.351,0.13,0.341,0.119,292,91,38,83,27,53
Delhi,110011,2025-04-24,14463,17,384,82.1,94.2,38.1,57.0,7.8,0.4,0,0,1,4,0.343,0.13,0.308,0.131,281,100,22,69,24,66
Delhi,110011,2025-04-25,14463,17,384,79.7,93.3,37.4,57.3,9.2,0.1,0,0,1,4,0.328,0.13,0.309,0.124,282,83,31,86,25,57
Delhi,110011,2025-04-26,14463,17,384,99.4,118.2,33.9,55.9,9.1,0.0,1,0,1,4,0.446,0.13,0.304,0.089,315,110,34,85,28,58
Delhi,110011,2025-04-27,14463,17,384,83.6,98.1,36.0,64.2,7.8,0.3,1,0,1,4,0.352,0.13,0.337,0.11,302,76,32,90,32,72
Delhi,110011,2025-04-28,14463,17,384,78.0,87.3,38.2,57.8,6.6,1.6,0,0,1,4,0.318,0.13,0.311,0.132,262,75,28,84,30,45
Delhi,110011,2025-04-29,14463,17,384,73.3,80.3,37.0,56.8,7.5,1.7,0,0,1,4,0.29,0.13,0.307,0.12,314,105,32,81,28,68
Delhi,110011,2025-04-30,14463,17,384,82.5,91.7,37.2,55.2,9.2,2.5,0,0,1,4,0.345,0.13,0.301,0.122,307,86,30,87,29,75
Delhi,110011,2025-05-01,14463,17,384,82.8,102.4,36.9,55.5,7.3,0.1,0,0,0,5,0.347,0.1,0.302,0.119,305,97,30,73,31,74
Delhi,110011,2025-05-02,14463,17,384,97.5,114.6,36.4,64.5,7.6,0.2,0,0,0,5,0.435,0.1,0.338,0.114,324,115,19,85,36,69
Delhi,110011,2025-05-03,14463,17,384,87.3,107.6,36.7,64.6,8.5,4.1,1,0,0,5,0.374,0.1,0.358,0.117,321,100,27,111,26,57
Delhi,110011,2025-05-04,14463,17,384,90.9,90.0,35.2,62.6,7.2,5.2,1,0,0,5,0.396,0.1,0.35,0.102,326,101,28,112,22,63
Delhi,110011,2025-05-05,14463,17,384,90.2,104.4,36.2,64.7,8.2,3.7,0,0,0,5,0.391,0.1,0.359,0.112,314,100,28,94,28,64
Delhi,110011,2025-05-06,14463,17,384,88.0,109.5,34.6,54.8,7.9,2.6,0,0,0,5,0.378,0.1,0.299,0.096,298,93,28,81,29,67
Delhi,110011,2025-05-07,14463,17,384,91.7,99.6,37.3,54.6,8.0,1.2,0,0,0,5,0.4,0.1,0.298,0.123,303,83,30,84,42,64
Delhi,110011,2025-05-08,14463,17,384,81.1,102.8,37.8,49.4,8.6,3.1,0,0,0,5,0.337,0.1,0.298,0.128,282,82,30,64,40,66
Delhi,110011,2025-05-09,14463,17,384,82.6,104.1,34.9,71.0,7.2,0.0,0,0,0,5,0.345,0.1,0.364,0.099,297,82,25,94,32,64
Delhi,110011,2025-05-10,14463,17,384,86.8,107.4,34.9,56.8,8.7,0.2,1,0,0,5,0.371,0.1,0.307,0.099,322,116,21,83,26,76
Delhi,110011,2025-05-11,14463,17,384,79.9,88.0,36.1,54.1,8.0,6.4,1,0,0,5,0.329,0.1,0.316,0.111,328,86,28,110,39,65
Delhi,110011,2025-05-12,14463,17,384,91.7,107.3,35.4,49.4,8.1,0.9,0,0,0,5,0.4,0.1,0.277,0.104,277,116,20,55,22,64
Delhi,110011,2025-05-13,14463,17,384,74.6,94.3,36.8,60.5,7.2,0.7,0,0,0,5,0.298,0.1,0.322,0.118,257,69,27,78,22,61
Delhi,110011,2025-05-14,14463,17,384,71.3,93.9,33.9,61.3,8.1,0.1,0,0,0,5,0.278,0.1,0.325,0.089,303,90,36,82,30,65
Delhi,110011,2025-05-15,14463,17,384,85.0,100.9,35.0,55.4,8.4,0.2,0,0,0,5,0.36,0.1,0.302,0.1,284,88,22,75,22,77
Delhi,110011,2025-05-16,14463,17,384,82.5,94.4,34.1,50.9,7.1,0.0,0,0,0,5,0.345,0.1,0.284,0.091,285,97,23,80,26,59
Delhi,110011,2025-05-17,14463,17,384,84.0,105.8,32.7,54.3,8.5,0.6,1,0,0,5,0.354,0.1,0.297,0.077,318,101,34,77,33,73
Delhi,110011,2025-05-18,14463,17,384,85.0,113.3,35.5,56.5,8.0,0.2,1,0,0,5,0.36,0.1,0.306,0.105,323,128,31,80,23,61
Delhi,110011,2025-05-19,14463,17,384,73.1,79.5,33.9,59.4,9.4,1.1,0,0,0,5,0.289,0.1,0.318,0.089,294,87,27,90,24,66
Delhi,110011,2025-05-20,14463,17,384,82.9,87.5,33.2,55.6,9.1,1.0,0,0,0,5,0.347,0.1,0.302,0.082,267,84,23,76,20,64
Delhi,110011,2025-05-21,14463,17,384,93.6,108.1,37.4,60.0,7.4,0.7,0,0,0,5,0.412,0.1,0.32,0.124,290,114,25,67,27,57
Delhi,110011,2025-05-22,14463,17,384,67.6,88.1,33.7,61.3,8.2,1.1,0,0,0,5,0.255,0.1,0.325,0.087,262,71,24,83,20,64
Delhi,110011,2025-05-23,14463,17,384,85.2,87.2,34.5,55.2,7.1,0.2,0,0,0,5,0.361,0.1,0.301,0.095,270,78,21,80,31,60
Delhi,110011,2025-05-24,14463,17,384,87.7,106.5,32.6,53.0,8.1,0.1,1,0,0,5,0.376,0.1,0.292,0.076,308,94,26,96,23,69
Delhi,110011,2025-05-25,14463,17,384,90.2,107.1,32.7,53.9,8.1,1.5,1,0,0,5,0.391,0.1,0.296,0.077,326,110,29,91,22,74
Delhi,110011,2025-05-26,14463,17,384,93.8,113.0,32.3,53.5,8.9,0.4,0,0,0,5,0.413,0.1,0.294,0.073,278,95,23,76,20,64
Delhi,110011,2025-05-27,14463,17,384,86.4,104.4,33.8,50.2,7.1,1.2,0,0,0,5,0.368,0.1,0.281,0.088,293,95,24,82,20,72
Delhi,110011,2025-05-28,14463,17,384,89.4,106.4,32.8,49.9,7.1,0.5,0,0,0,5,0.387,0.1,0.28,0.078,291,105,31,72,17,66
Delhi,110011,2025-05-29,14463,17,384,82.5,97.0,32.7,52.4,7.6,0.9,0,0,0,5,0.345,0.1,0.289,0.077,255,86,26,67,24,52
Delhi,110011,2025-05-30,14463,17,384,87.0,118.1,32.5,46.1,7.3,2.8,0,0,0,5,0.372,0.1,0.264,0.075,290,100,43,64,20,63
Delhi,110011,2025-05-31,14463,17,384,89.8,116.6,30.9,54.5,8.3,1.1,1,0,0,5,0.389,0.1,0.298,0.07,312,99,30,90,22,71
Delhi,110011,2025-06-01,14463,17,384,105.0,138.4,32.3,56.1,8.0,0.0,1,0,1,6,0.48,0.13,0.304,0.073,304,116,28,77,21,62
Delhi,110011,2025-06-02,14463,17,384,80.5,86.4,32.6,51.2,7.2,0.1,0,0,1,6,0.333,0.13,0.285,0.076,270,78,26,84,18,64
Delhi,110011,2025-06-03,14463,17,384,81.4,109.1,32.2,50.4,8.2,1.2,0,0,1,6,0.338,0.13,0.282,0.072,292,102,32,78,12,68
Delhi,110011,2025-06-04,14463,17,384,76.6,94.7,32.8,48.3,8.3,1.4,0,0,1,6,0.309,0.13,0.273,0.078,268,71,32,69,16,80
Delhi,110011,2025-06-05,14463,17,384,96.3,118.5,30.2,39.1,7.8,3.8,0,0,1,6,0.428,0.13,0.256,0.07,267,101,30,54,16,66
Delhi,110011,2025-06-06,14463,17,384,81.5,99.9,31.2,62.2,7.7,0.5,0,0,1,6,0.339,0.13,0.329,0.07,296,78,29,98,26,65
Delhi,110011,2025-06-07,14463,17,384,70.8,88.4,30.1,57.5,8.4,0.0,1,0,1,6,0.275,0.13,0.31,0.07,303,73,50,82,15,83
Delhi,110011,2025-06-08,14463,17,384,86.0,97.0,33.0,49.7,6.5,0.5,1,0,1,6,0.366,0.13,0.279,0.08,315,105,41,70,25,74
Delhi,110011,2025-06-09,14463,17,384,94.8,108.3,31.3,50.5,6.8,0.0,0,0,1,6,0.419,0.13,0.282,0.07,288,109,30,79,16,54
Delhi,110011,2025-06-10,14463,17,384,81.8,97.5,30.9,49.4,8.0,3.1,0,0,1,6,0.341,0.13,0.298,0.07,286,85,29,84,14,74
Delhi,110011,2025-06-11,14463,17,384,72.7,85.0,32.2,58.8,8.0,0.1,0,0,1,6,0.286,0.13,0.315,0.072,277,74,45,93,10,55
Delhi,110011,2025-06-12,14463,17,384,75.5,95.6,30.2,59.8,8.3,0.8,0,0,1,6,0.303,0.13,0.319,0.07,274,74,29,88,22,61
Delhi,110011,2025-06-13,14463,17,384,95.3,122.8,30.8,42.9,7.5,1.3,0,0,1,6,0.422,0.13,0.251,0.07,266,96,29,70,13,58
Delhi,110011,2025-06-14,14463,17,384,83.3,87.3,28.5,58.8,8.0,2.1,1,0,1,6,0.35,0.13,0.315,0.07,289,97,38,88,18,48
Delhi,110011,2025-06-15,14463,17,384,97.6,113.2,31.0,49.6,6.2,0.3,1,0,1,6,0.435,0.13,0.278,0.07,310,124,26,79,15,66
Delhi,110011,2025-06-16,14463,17,384,81.8,94.5,30.9,59.5,7.1,1.2,0,0,1,6,0.341,0.13,0.318,0.07,281,85,40,68,16,72
Delhi,110011,2025-06-17,14463,17,384,85.6,90.9,28.8,36.3,6.8,0.6,0,0,1,6,0.363,0.13,0.225,0.07,259,80,42,53,13,71
Delhi,110011,2025-06-18,14463,17,384,78.0,95.4,30.3,40.0,7.2,0.1,0,0,1,6,0.318,0.13,0.24,0.07,298,96,38,70,24,70
Delhi,110011,2025-06-19,14463,17,384,83.8,103.2,31.5,46.2,8.5,1.4,0,0,1,6,0.353,0.13,0.265,0.07,272,92,33,62,17,68
Delhi,110011,2025-06-20,14463,17,384,77.1,90.7,28.6,47.0,6.0,0.2,0,0,1,6,0.312,0.13,0.268,0.07,279,83,36,75,21,64
Delhi,110011,2025-06-21,14463,17,384,94.0,85.9,26.9,51.1,7.4,2.7,1,0,1,6,0.414,0.13,0.285,0.07,298,109,28,78,21,62
Delhi,110011,2025-06-22,14463,17,384,81.9,106.0,28.3,41.9,7.7,1.5,1,0,1,6,0.341,0.13,0.248,0.07,284,107,33,63,21,60
Delhi,110011,2025-06-23,14463,17,384,72.6,85.0,29.4,58.0,6.2,3.9,0,0,1,6,0.286,0.13,0.332,0.07,273,73,37,92,19,52
Delhi,110011,2025-06-24,14463,17,384,82.5,99.2,27.9,52.2,7.2,1.6,0,0,1,6,0.345,0.13,0.289,0.07,273,99,35,72,15,52
Delhi,110011,2025-06-25,14463,17,384,94.0,112.0,25.6,45.6,7.1,1.7,0,0,1,6,0.414,0.13,0.262,0.07,297,119,28,59,18,73
Delhi,110011,2025-06-26,14463,17,384,89.3,106.3,28.6,53.3,7.5,0.6,0,0,1,6,0.386,0.13,0.293,0.07,298,119,29,64,21,65
Delhi,110011,2025-06-27,14463,17,384,93.3,109.0,28.0,44.7,7.3,0.9,0,0,1,6,0.41,0.13,0.259,0.07,277,109,28,57,25,58
Delhi,110011,2025-06-28,14463,17,384,88.6,113.8,27.3,55.7,7.5,1.7,1,0,1,6,0.382,0.13,0.303,0.07,302,100,43,72,20,67
Delhi,110011,2025-06-29,14463,17,384,82.3,116.9,25.9,48.6,6.8,1.1,1,0,1,6,0.344,0.13,0.274,0.07,292,87,38,75,15,77
Delhi,110011,2025-06-30,14463,17,384,74.3,101.7,27.2,41.3,7.4,3.8,0,0,1,6,0.296,0.13,0.265,0.07,248,60,30,78,22,58
Delhi,110011,2025-07-01,14463,17,384,107.2,127.7,26.8,51.3,6.7,0.5,0,0,1,7,0.493,0.13,0.285,0.07,272,106,30,69,11,56
Delhi,110011,2025-07-02,14463,17,384,105.0,124.3,26.9,51.7,6.9,0.9,0,0,1,7,0.48,0.13,0.287,0.07,277,108,39,67,12,51
Delhi,110011,2025-07-03,14463,17,384,92.8,112.7,24.0,53.2,6.6,1.1,0,0,1,7,0.407,0.13,0.293,0.07,303,106,36,71,21,69
Delhi,110011,2025-07-04,14463,17,384,75.5,103.1,27.7,56.5,9.0,0.0,0,0,1,7,0.303,0.13,0.306,0.07,262,77,31,69,23,62
Delhi,110011,2025-07-05,14463,17,384,103.1,117.8,25.6,55.4,8.4,1.4,1,0,1,7,0.468,0.13,0.302,0.07,312,119,26,75,26,66
